occurrence_id,section,paragraph_excerpt,citation_number,resolved_reference_key,resolved_author,resolved_title,named_entity_in_text,syntax_status,identity_status,semantic_status,notes
OCC-0059,"Phương pháp thống kê và cú pháp: Event Count, Frequency, Entropy và Template Features","ác thành phần tĩnh của thông điệp log; thứ ba là LenMa và AEL  [20],  [21] lần lượt khai thác chiều dài các từ tố và tần suất xuất hiện của từ k",21,REF-21,"Z. Jiang, J. Liu, J. Huang, Y. Li, Y. Huo, J. Gu, Z. Chen, J. Zhu and M. R. Lyu","A Large-Scale Evaluation for Log Parsing Techniques: How Far Are We?,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0060,"Phương pháp thống kê và cú pháp: Event Count, Frequency, Entropy và Template Features",", tiêu biểu là phân tích thành phần chính PCA (Xu et al., SOSP 2009)  [15] thực hiện tâm hóa dữ liệu và tìm các phương chiếu trực giao có phương",15,REF-15,"W. Xu, L. Huang, A. Fox, D. Patterson and M. I. Jordan","Detecting Large-Scale System Problems by Mining Console Logs,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0061,"Phương pháp thống kê và cú pháp: Event Count, Frequency, Entropy và Template Features","Thứ hai, Invariant Mining (Lou et al., USENIX ATC 2010)  [22] tự động khai phá các phương trình bất biến tuyến tính phản ánh mối qu",22,REF-22,"J.-G. Lou, Q. Fu, S. Yang, Y. Xu and J. Li","Mining Invariants from Console Logs for System Problem Detection,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0062,"Phương pháp thống kê và cú pháp: Event Count, Frequency, Entropy và Template Features","hống kê và cú pháp bộc lộ hai điểm nghẽn phương pháp luận quan trọng  [20],  [2]: Một là, mất mát ngữ nghĩa an ninh do trừu tượng hóa tham số: c",20,REF-20,"J. Zhu, S. He, J. Liu, P. He, Q. Xie, Z. Zheng and M. R. Lyu","Tools and Benchmarks for Automated Log Parsing,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0063,"Phương pháp thống kê và cú pháp: Event Count, Frequency, Entropy và Template Features","và cú pháp bộc lộ hai điểm nghẽn phương pháp luận quan trọng  [20],  [2]: Một là, mất mát ngữ nghĩa an ninh do trừu tượng hóa tham số: các bộ",2,REF-02,"N. Michael, J. Mink, J. Liu, S. Gaur, W. U. Hassan and A. Bates","On the Forensic Validity of Approximated Audit Logs,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0064,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","sát (Self-Supervised Learning) để nắm bắt phụ thuộc ngữ cảnh dài hạn  [23],  [24],  [25],  [26],  [27].",23,REF-23,"M. Du, F. Li, G. Zheng and V. Srikumar","DeepLog: Anomaly Detection and Diagnosis from System Logs through Deep Learning,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0065,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","lf-Supervised Learning) để nắm bắt phụ thuộc ngữ cảnh dài hạn  [23],  [24],  [25],  [26],  [27].",24,REF-24,"H. Guo, S. Yuan and X. Wu","LogBERT: Log Anomaly Detection via BERT,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0066,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","rvised Learning) để nắm bắt phụ thuộc ngữ cảnh dài hạn  [23],  [24],  [25],  [26],  [27].",25,REF-25,V.-H. Le and H. Zhang,"Log-based Anomaly Detection Without Log Parsing,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0067,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","Learning) để nắm bắt phụ thuộc ngữ cảnh dài hạn  [23],  [24],  [25],  [26],  [27].",26,REF-26,"W. Meng, Y. Liu, Y. Zhu, S. Zhang, D. Pei, Y. Liu, Y. Chen, R. Zhang, S. Tao, P. Sun and R. Zhou","LogAnomaly: Unsupervised Detection of Sequential and Quantitative Anomalies in Unstructured Logs,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0068,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","g) để nắm bắt phụ thuộc ngữ cảnh dài hạn  [23],  [24],  [25],  [26],  [27].",27,REF-27,"S. Nedelkoski, J. Bogatinovski, A. Acker, J. Cardoso and O. Kao","Self-Attentive Classification-Based Anomaly Detection in Unstructured Logs,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0069,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free",Khởi đầu cho hướng nghiên cứu này là mô hình DeepLog  [23]. Nhằm khắc phục hạn chế mất mát thứ tự thời gian của các mô hình túi,23,REF-23,"M. Du, F. Li, G. Zheng and V. Srikumar","DeepLog: Anomaly Detection and Diagnosis from System Logs through Deep Learning,",DeepLog,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0070,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free",ông qua phân phối có điều kiện  trên cửa sổ trượt k sự kiện trước đó  [23]:,23,REF-23,"M. Du, F. Li, G. Zheng and V. Srikumar","DeepLog: Anomaly Detection and Diagnosis from System Logs through Deep Learning,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0071,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","ẩn nhiều chiều để kiểm tra độ lệch bất thường của các tham số số học  [23]; tuy nhiên, việc mô hình hóa dựa trên mạng hồi quy đòi hỏi thông tin",23,REF-23,"M. Du, F. Li, G. Zheng and V. Srikumar","DeepLog: Anomaly Detection and Diagnosis from System Logs through Deep Learning,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0072,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free",trình kế tiếp đã khai thác vector nhúng cho từng mẫu log: LogAnomaly  [26] đề xuất Template2Vec dựa trên Word2Vec và FastText kết hợp trọng số d,26,REF-26,"W. Meng, Y. Liu, Y. Zhu, S. Zhang, D. Pei, Y. Liu, Y. Chen, R. Zhang, S. Tao, P. Sun and R. Zhou","LogAnomaly: Unsupervised Detection of Sequential and Quantitative Anomalies in Unstructured Logs,",LogAnomaly,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0073,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","d-IDF để trích xuất đặc trưng ngữ nghĩa từ vựng; trong khi đó, Logsy  [27] áp dụng hàm mất mát phân loại ngoại lai trên dữ liệu log phụ trợ nhằm",27,REF-27,"S. Nedelkoski, J. Bogatinovski, A. Acker, J. Cardoso and O. Kao","Self-Attentive Classification-Based Anomaly Detection in Unstructured Logs,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0074,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free",huyển sang mô hình hóa chuỗi sâu sắc hơn được khởi xướng bởi LogBERT  [24] dựa trên kiến trúc Transformer hai chiều và cơ chế chú ý tự thân (Sel,24,REF-24,"H. Guo, S. Yuan and X. Wu","LogBERT: Log Anomaly Detection via BERT,",LogBERT,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0075,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","thân (Self-Attention) của Vaswani et al. Trong kiến trúc Transformer  [28], cơ chế chú ý tích vô hướng tỉ lệ ánh xạ đầu vào thành các bộ vector",28,REF-28,"A. Vaswani, N. Shazeer, N. Parmar, J. Uszkoreit, L. Jones, A. N. Gomez, Ł. Kaiser and I. Polosukhin","Attention Is All You Need,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0076,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","ng log; song song đó, hướng tiếp cận không dùng parser như NeuralLog  [25] trực tiếp mã hóa chuỗi văn bản thô thành các vector nhúng liên tục. C",25,REF-25,V.-H. Le and H. Zhang,"Log-based Anomaly Detection Without Log Parsing,",NeuralLog,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0077,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","đầu vào. Để kiểm soát hiện tượng này, kỹ thuật chính quy hóa VICReg  [10] phân rã mục tiêu điều chuẩn hình học thành ba thành phần: Phương sai",10,REF-10,"A. Bardes, J. Ponce and Y. LeCun","VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,",VICReg,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'VICReg' bound to [10], expected [12]"
OCC-0078,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free",n ninh là giả thuyết thích ứng của đề tài cần kiểm chứng thực nghiệm  [10].,10,REF-10,"A. Bardes, J. Ponce and Y. LeCun","VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0079,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","antic–Sequential đối mặt với ba rào cản khi áp dụng vào an ninh mạng  [8],  [3]: Một là, nguy cơ rò rỉ và thiên lệch từ dữ liệu tiền huấn luyện",8,REF-08,"D. Arp, E. Quiring, F. Pendlebury, A. Warnecke, F. Pierazzi, C. Wressnegger, L. Cavallaro and K. Rieck","Dos and Don'ts of Machine Learning in Computer Security,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0080,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","Sequential đối mặt với ba rào cản khi áp dụng vào an ninh mạng  [8],  [3]: Một là, nguy cơ rò rỉ và thiên lệch từ dữ liệu tiền huấn luyện: các",3,REF-03,"J. Liu, M. A. Inam, A. Goyal, A. Riddle, K. Westfall and A. Bates","What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0081,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free","ghiêm ngặt, năng lực phân tách thực tế cần được kiểm chứng cẩn trọng  [8]; Hai là, chi phí tài nguyên tính toán: cơ chế Self-Attention trong Tr",8,REF-08,"D. Arp, E. Quiring, F. Pendlebury, A. Warnecke, F. Pierazzi, C. Wressnegger, L. Cavallaro and K. Rieck","Dos and Don'ts of Machine Learning in Computer Security,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0082,"Phương pháp semantic–sequential: Embeddings, Self-Supervised Learning, Transformer và Parsing-Free",hi phí tài nguyên tính toán: cơ chế Self-Attention trong Transformer  [28] có độ phức tạp tính toán và bộ nhớ bậc hai theo độ dài chuỗi hoặc kíc,28,REF-28,"A. Vaswani, N. Shazeer, N. Parmar, J. Uszkoreit, L. Jones, A. N. Gomez, Ł. Kaiser and I. Polosukhin","Attention Is All You Need,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0083,Đồ thị nguồn gốc và Graph Representation Learning,"dưới dạng một đồ thị có hướng, không đồng nhất và gán nhãn thời gian  [1],  [5]:",1,REF-01,"M. A. Inam, Y. Chen, A. Goyal, J. Liu, J. Mink, N. Michael, S. Gaur, A. Bates and W. U. Hassan","SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0084,Đồ thị nguồn gốc và Graph Representation Learning,"ạng một đồ thị có hướng, không đồng nhất và gán nhãn thời gian  [1],  [5]:",5,REF-05,"M. Zipperle, F. Gottwalt, E. Chang and T. S. Dillon","Provenance-based Intrusion Detection Systems: A Survey,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0085,Đồ thị nguồn gốc và Graph Representation Learning,ộc nằm trong tập kiểu ; và τ gán nhãn mốc thời gian xảy ra tương tác  [1].,1,REF-01,"M. A. Inam, Y. Chen, A. Goyal, J. Liu, J. Mink, N. Michael, S. Gaur, A. Bates and W. U. Hassan","SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0086,Đồ thị nguồn gốc và Graph Representation Learning,"hát hiện xâm nhập dựa trên đồ thị nguồn gốc (PIDS) tiêu biểu bao gồm  [1],  [5]: Thứ nhất, UNICORN  [9] (NDSS 2020) xây dựng đồ thị nguồn gốc l",1,REF-01,"M. A. Inam, Y. Chen, A. Goyal, J. Liu, J. Mink, N. Michael, S. Gaur, A. Bates and W. U. Hassan","SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0087,Đồ thị nguồn gốc và Graph Representation Learning,"ện xâm nhập dựa trên đồ thị nguồn gốc (PIDS) tiêu biểu bao gồm  [1],  [5]: Thứ nhất, UNICORN  [9] (NDSS 2020) xây dựng đồ thị nguồn gốc luồng t",5,REF-05,"M. Zipperle, F. Gottwalt, E. Chang and T. S. Dillon","Provenance-based Intrusion Detection Systems: A Survey,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0088,Đồ thị nguồn gốc và Graph Representation Learning,"thị nguồn gốc (PIDS) tiêu biểu bao gồm  [1],  [5]: Thứ nhất, UNICORN  [9] (NDSS 2020) xây dựng đồ thị nguồn gốc luồng thời gian thực, áp dụng t",9,REF-09,"X. Han, T. Pasquier, A. Bates, J. Mickens and M. Seltzer","UNICORN: Runtime Provenance-Based Detector for Advanced Persistent Threats,",UNICORN,PASS,FAIL,MANUAL_REVIEW_REQUIRED,"Named entity 'UNICORN' bound to [9], expected [11]"
OCC-0089,Đồ thị nguồn gốc và Graph Representation Learning,"ổi đồ thị động thành vector đặc trưng đếm histogram; Thứ hai, KAIROS  [29] (IEEE S&P 2024) tích hợp mạng nơ-ron đồ thị nhận biết thời gian mã hó",29,REF-29,"Z. Cheng, Q. Lv, J. Liang, Y. Wang, D. Sun, T. Pasquier and X. Han","KAIROS: Practical Intrusion Detection and Investigation using Whole-system Provenance,",KAIROS,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0090,Đồ thị nguồn gốc và Graph Representation Learning,"ấm điểm bất thường và tái dựng dấu vết tấn công APT; Thứ ba, NODLINK  [30] (NDSS 2024) mô hình hóa bài toán phát hiện thành cây Steiner trực tuy",30,REF-30,"S. Li, F. Dong, X. Xiao, H. Wang, F. Shao, J. Chen, Y. Guo, X. Chen and D. Li","NODLINK: An Online System for Fine-Grained APT Attack Detection and Investigation,",NODLINK,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0091,Đồ thị nguồn gốc và Graph Representation Learning,"ế bộ nhớ đệm để khôi phục đồ thị con tấn công nhỏ gọn; Thứ tư, MAGIC  [31] (USENIX Security 2024) khai thác kiến trúc tự mã hóa đồ thị che kết h",31,REF-31,"Z. Jia, Y. Xiong, Y. Nan, Y. Zhang, J. Zhao and M. Wen","MAGIC: Detecting Advanced Persistent Threats via Masked Graph Representation Learning,",MAGIC,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0092,Đồ thị nguồn gốc và Graph Representation Learning,"ọc biểu diễn đa độ hạt và chống trôi dạt khái niệm; Thứ năm, ORTHRUS  [32] (USENIX Security 2025) tích hợp cơ chế học biểu diễn nguồn gốc chống",32,REF-32,"B. Jiang, T. Bilot, N. E. Madhoun, K. A. Agha, A. Zouaoui, S. Iqbal, X. Han and T. Pasquier","ORTHRUS: Achieving High Quality of Attribution in Provenance-based Intrusion Detection Systems,",ORTHRUS,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0093,Đồ thị nguồn gốc và Graph Representation Learning,"và tạo ra nhiều liên kết phụ thuộc xa làm loãng tín hiệu bất thường  [1],  [33]; Hai là, ranh giới giữa quan hệ phụ thuộc cấu trúc và tác động",1,REF-01,"M. A. Inam, Y. Chen, A. Goyal, J. Liu, J. Mink, N. Michael, S. Gaur, A. Bates and W. U. Hassan","SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0094,Đồ thị nguồn gốc và Graph Representation Learning,"o ra nhiều liên kết phụ thuộc xa làm loãng tín hiệu bất thường  [1],  [33]; Hai là, ranh giới giữa quan hệ phụ thuộc cấu trúc và tác động nhân q",33,REF-33,"J. Zeng, C. Zhang and Z. Liang","PalanTír: Optimizing Attack Provenance with Hardware-enhanced System Observability,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0095,Đồ thị nguồn gốc và Graph Representation Learning,ncy != Causal Effect): kết quả khảo sát thực nghiệm của Bilot et al.  [34] (USENIX Security 2025) và Guerra et al.  [35] chỉ ra rằng nhiều mô hì,34,REF-34,"T. Bilot, B. Jiang, Z. Li, N. E. Madhoun, K. A. Agha, A. Zouaoui and T. Pasquier","Sometimes Simpler is Better: A Comprehensive Analysis of State-of-the-Art Provenance-Based Intrusion Detection Systems,",Bilot et al.,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0096,Đồ thị nguồn gốc và Graph Representation Learning,ghiệm của Bilot et al.  [34] (USENIX Security 2025) và Guerra et al.  [35] chỉ ra rằng nhiều mô hình GNN phức tạp có nguy cơ khai thác các đặc t,35,REF-35,"L. Guerra, T. Chapuis, G. Duc, P. Mozharovskyi and V.-T. Nguyen","How Benchmarks and Evaluation Protocols Shape Conclusions in Provenance-Based Intrusion Detection,",Guerra et al.,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0097,Đồ thị nguồn gốc và Graph Representation Learning,ân bố bậc của nút hoặc tính mới của đường dẫn; trong đó Bilot et al.  [34] chứng minh một mô hình mạng nơ-ron đơn giản đạt hiệu năng cạnh tranh,34,REF-34,"T. Bilot, B. Jiang, Z. Li, N. E. Madhoun, K. A. Agha, A. Zouaoui and T. Pasquier","Sometimes Simpler is Better: A Comprehensive Analysis of State-of-the-Art Provenance-Based Intrusion Detection Systems,",Bilot et al.,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0098,Đồ thị nguồn gốc và Graph Representation Learning,"g cạnh tranh vượt trội trên 5/7 tập dữ liệu DARPA, còn Guerra et al.  [35] chỉ ra hiệu quả của các baseline danh sách cho phép / thống kê sự kiệ",35,REF-35,"L. Guerra, T. Chapuis, G. Duc, P. Mozharovskyi and V.-T. Nguyen","How Benchmarks and Evaluation Protocols Shape Conclusions in Provenance-Based Intrusion Detection,",Guerra et al.,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0099,Đồ thị nguồn gốc và Graph Representation Learning,"tin, hiện tượng làm mịn quá mức (Over-smoothing), được Oono & Suzuki  [36] chứng minh tại ICLR 2020 dưới các điều kiện phổ ma trận kề chuẩn hóa",36,REF-36,K. Oono and T. Suzuki,"Graph Neural Networks Exponentially Lose Expressive Power for Node Classification,",Oono & Suzuki,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0100,Đồ thị nguồn gốc và Graph Representation Learning,"ện tượng nghẽn cổ chai thông tin (Over-squashing), được Alon & Yahav  [37] phân tích tại ICLR 2021, xuất hiện khi kích thước vùng lân cận k-hop",37,REF-37,U. Alon and E. Yahav,"On the Bottleneck of Graph Neural Networks and its Practical Implications,",Alon & Yahav,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0101,Đồ thị nguồn gốc và Graph Representation Learning,"uyễn Thị Thu Thủy (Khoa An toàn thông tin, Học viện Kỹ thuật Mật mã)  [38] cũng đã hệ thống hóa phương pháp luận ứng dụng Graph Learning và mạng",38,REF-38,T. T. T. Nguyễn,"Phát hiện tấn công APT dựa trên Graph Learning (Phần 2),",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0102,Các khoảng trống nghiên cứu cốt lõi,"oanh nghiệp thực tế vẫn bộc lộ các mâu thuẫn cơ bản về mặt biểu diễn  [1],  [3],  [20],  [8]. Để xác định phạm vi nghiên cứu và làm rõ cơ chế c",1,REF-01,"M. A. Inam, Y. Chen, A. Goyal, J. Liu, J. Mink, N. Michael, S. Gaur, A. Bates and W. U. Hassan","SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0103,Các khoảng trống nghiên cứu cốt lõi,"ghiệp thực tế vẫn bộc lộ các mâu thuẫn cơ bản về mặt biểu diễn  [1],  [3],  [20],  [8]. Để xác định phạm vi nghiên cứu và làm rõ cơ chế cần hoà",3,REF-03,"J. Liu, M. A. Inam, A. Goyal, A. Riddle, K. Westfall and A. Bates","What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0104,Các khoảng trống nghiên cứu cốt lõi,"thực tế vẫn bộc lộ các mâu thuẫn cơ bản về mặt biểu diễn  [1],  [3],  [20],  [8]. Để xác định phạm vi nghiên cứu và làm rõ cơ chế cần hoàn thiện",20,REF-20,"J. Zhu, S. He, J. Liu, P. He, Q. Xie, Z. Zheng and M. R. Lyu","Tools and Benchmarks for Automated Log Parsing,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0105,Các khoảng trống nghiên cứu cốt lõi,"vẫn bộc lộ các mâu thuẫn cơ bản về mặt biểu diễn  [1],  [3],  [20],  [8]. Để xác định phạm vi nghiên cứu và làm rõ cơ chế cần hoàn thiện, chuy",8,REF-08,"D. Arp, E. Quiring, F. Pendlebury, A. Warnecke, F. Pierazzi, C. Wressnegger, L. Cavallaro and K. Rieck","Dos and Don'ts of Machine Learning in Computer Security,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0106,Khoảng trống 1: Mất mát ngữ nghĩa an ninh trong quá trình trừu tượng hóa tham số,"ệ thống bằng cách gom cụm văn bản thành các khuôn mẫu định dạng tĩnh  [20],  [21]. Tuy nhiên, cơ chế trừu tượng hóa tham số phụ thuộc vào từng t",20,REF-20,"J. Zhu, S. He, J. Liu, P. He, Q. Xie, Z. Zheng and M. R. Lyu","Tools and Benchmarks for Automated Log Parsing,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0107,Khoảng trống 1: Mất mát ngữ nghĩa an ninh trong quá trình trừu tượng hóa tham số,"bằng cách gom cụm văn bản thành các khuôn mẫu định dạng tĩnh  [20],  [21]. Tuy nhiên, cơ chế trừu tượng hóa tham số phụ thuộc vào từng thuật to",21,REF-21,"Z. Jiang, J. Liu, J. Huang, Y. Li, Y. Huo, J. Gu, Z. Chen, J. Zhu and M. R. Lyu","A Large-Scale Evaluation for Log Parsing Techniques: How Far Are We?,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0108,Khoảng trống 1: Mất mát ngữ nghĩa an ninh trong quá trình trừu tượng hóa tham số,"nhật ký không đồng nghĩa với sự tương đương về mặt ngữ nghĩa an ninh  [2],  [3]. Một mẫu thông báo xác thực thất bại phát sinh từ tài khoản quả",2,REF-02,"N. Michael, J. Mink, J. Liu, S. Gaur, W. U. Hassan and A. Bates","On the Forensic Validity of Approximated Audit Logs,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0109,Khoảng trống 1: Mất mát ngữ nghĩa an ninh trong quá trình trừu tượng hóa tham số,"ý không đồng nghĩa với sự tương đương về mặt ngữ nghĩa an ninh  [2],  [3]. Một mẫu thông báo xác thực thất bại phát sinh từ tài khoản quản trị",3,REF-03,"J. Liu, M. A. Inam, A. Goyal, A. Riddle, K. Westfall and A. Bates","What We Talk About When We Talk About Logs: Understanding the Effects of Dataset Quality on Endpoint Threat Detection Research,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0110,Khoảng trống 2: Bất đồng bộ và suy thoái trong gióng hàng biểu diễn đa góc nhìn,"h dữ liệu dị thể: góc nhìn thống kê tần suất phản ánh mật độ sự kiện  [20], góc nhìn chuỗi sự kiện phản ánh trật tự thời gian cục bộ  [23],  [24",20,REF-20,"J. Zhu, S. He, J. Liu, P. He, Q. Xie, Z. Zheng and M. R. Lyu","Tools and Benchmarks for Automated Log Parsing,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0111,Khoảng trống 2: Bất đồng bộ và suy thoái trong gióng hàng biểu diễn đa góc nhìn,"kiện  [20], góc nhìn chuỗi sự kiện phản ánh trật tự thời gian cục bộ  [23],  [24], và góc nhìn đồ thị nguồn gốc phản ánh cấu trúc phụ thuộc thực",23,REF-23,"M. Du, F. Li, G. Zheng and V. Srikumar","DeepLog: Anomaly Detection and Diagnosis from System Logs through Deep Learning,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0112,Khoảng trống 2: Bất đồng bộ và suy thoái trong gióng hàng biểu diễn đa góc nhìn,"20], góc nhìn chuỗi sự kiện phản ánh trật tự thời gian cục bộ  [23],  [24], và góc nhìn đồ thị nguồn gốc phản ánh cấu trúc phụ thuộc thực thi gi",24,REF-24,"H. Guo, S. Yuan and X. Wu","LogBERT: Log Anomaly Detection via BERT,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0113,Khoảng trống 2: Bất đồng bộ và suy thoái trong gióng hàng biểu diễn đa góc nhìn,"thị nguồn gốc phản ánh cấu trúc phụ thuộc thực thi giữa các thực thể  [1],  [5],  [9]. Việc kết hợp đồng thời các góc nhìn này hướng tới mục ti",1,REF-01,"M. A. Inam, Y. Chen, A. Goyal, J. Liu, J. Mink, N. Michael, S. Gaur, A. Bates and W. U. Hassan","SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0114,Khoảng trống 2: Bất đồng bộ và suy thoái trong gióng hàng biểu diễn đa góc nhìn,"uồn gốc phản ánh cấu trúc phụ thuộc thực thi giữa các thực thể  [1],  [5],  [9]. Việc kết hợp đồng thời các góc nhìn này hướng tới mục tiêu cun",5,REF-05,"M. Zipperle, F. Gottwalt, E. Chang and T. S. Dillon","Provenance-based Intrusion Detection Systems: A Survey,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0115,Khoảng trống 2: Bất đồng bộ và suy thoái trong gióng hàng biểu diễn đa góc nhìn,"c phản ánh cấu trúc phụ thuộc thực thi giữa các thực thể  [1],  [5],  [9]. Việc kết hợp đồng thời các góc nhìn này hướng tới mục tiêu cung cấp",9,REF-09,"X. Han, T. Pasquier, A. Bates, J. Mickens and M. Seltzer","UNICORN: Runtime Provenance-Based Detector for Advanced Persistent Threats,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
OCC-0116,Khoảng trống 2: Bất đồng bộ và suy thoái trong gióng hàng biểu diễn đa góc nhìn,"u hòa phương sai và hiệp phương sai để duy trì độ đa dạng không gian  [10],  [11]; bên cạnh đó, việc gióng hàng trong môi trường an ninh mạng cò",10,REF-10,"A. Bardes, J. Ponce and Y. LeCun","VICReg: Variance-Invariance-Covariance Regularization for Self-Supervised Learning,",NONE,PASS,PASS,MANUAL_REVIEW_REQUIRED,OK
